
 displacements (vx,vy,vz) for set NALL and time  0.1000000E-02
         3   7 -4.659439E-10  1.397832E-10  1.397832E-10  3.284646E-19  1.027819E-18  2.278540E-19
         3   8 -4.659439E-10  1.397832E-10  1.397832E-10 -1.052163E-19  5.941379E-19 -2.446183E-19

 displacements (vx,vy,vz) for set NALL and time  0.5797813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -2.366454E-07  0.000000E+00  0.000000E+00
         3 -8.696719E+00  0.000000E+00  0.000000E+00
         4 -8.696719E+00  0.000000E+00  0.000000E+00
         5 -1.739344E+01  0.000000E+00  0.000000E+00
         6 -1.739344E+01  0.000000E+00  0.000000E+00
         7  0.000000E+00  7.099362E-08  0.000000E+00
         8 -2.366454E-07  7.099362E-08  0.000000E+00
         9 -8.696719E+00  7.099362E-08  0.000000E+00
        10 -8.696719E+00  7.099362E-08  0.000000E+00
        11 -1.739344E+01  7.099362E-08  0.000000E+00
        12 -1.739344E+01  7.099362E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  9.939107E-08
        14 -2.366454E-07  0.000000E+00  9.939107E-08
        15 -8.696719E+00  0.000000E+00  9.939107E-08
        16 -8.696719E+00  0.000000E+00  9.939107E-08
        17 -1.739344E+01  0.000000E+00  9.939107E-08
        18 -1.739344E+01  0.000000E+00  9.939107E-08
        19  0.000000E+00  7.099362E-08  9.939107E-08
        20 -2.366454E-07  7.099362E-08  9.939107E-08
        21 -8.696719E+00  7.099362E-08  9.939107E-08
        22 -8.696719E+00  7.099362E-08  9.939107E-08
        23 -1.739344E+01  7.099362E-08  9.939107E-08
        24 -1.739344E+01  7.099362E-08  9.939107E-08

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.5797813E+00

         1   1 -9.939107E-05 -6.776264E-21 -6.776264E-21 -2.609795E-22  3.914692E-21 -7.829384E-22
         1   2 -9.939107E-05 -3.388132E-20 -1.355253E-20  1.070016E-20  8.351343E-21 -3.392733E-21
         1   3 -9.939107E-05  1.355253E-20  6.776264E-21 -1.122212E-20 -3.653712E-21 -5.219589E-22
         1   4 -9.939107E-05 -2.710505E-20 -3.388132E-20 -2.609795E-22  4.697630E-21  6.263507E-21
         1   5 -9.939107E-05  6.776264E-21  6.776264E-21  3.653712E-21  6.524486E-21 -2.348815E-21
         1   6 -9.939107E-05  2.032879E-20  2.032879E-20  1.409289E-20  1.096114E-20 -2.218325E-20
         1   7 -9.939107E-05  1.355253E-20  6.776264E-21  7.307425E-21 -1.670269E-20 -3.131754E-21
         1   8 -9.939107E-05  2.032879E-20 -6.776264E-21  1.774660E-20 -8.351343E-21 -1.252701E-20
         2   1 -9.939107E-05  6.700434E-14  2.828921E-14 -7.083311E-15 -3.054295E-14  6.555083E-15
         2   2 -9.939107E-05  1.240129E-14  2.989521E-14 -1.034105E-13 -2.178593E-14 -4.626181E-15
         2   3 -9.939107E-05 -1.712085E-13 -1.597459E-13 -2.643527E-14 -8.633278E-14 -1.066047E-14
         2   4 -9.939107E-05 -2.865853E-13 -2.999454E-13 -7.022036E-14  1.875143E-14  4.332674E-15
         2   5 -9.939107E-05  7.459681E-14  8.408525E-14 -1.337829E-13 -1.828937E-14  4.167946E-14
         2   6 -9.939107E-05  1.482484E-13  1.406575E-13 -9.875482E-14 -7.083148E-14 -2.622400E-14
         2   7 -9.939107E-05  7.145855E-15  6.681195E-14 -1.164907E-13  7.936703E-14  2.446390E-14
         2   8 -9.939107E-05  2.002364E-14 -1.842126E-14 -4.643455E-14 -6.074525E-14 -1.726514E-14
         3   1 -9.939107E-05  5.137291E-14  4.326458E-14  1.031131E-16 -2.044197E-13  1.838562E-14
         3   2 -9.939107E-05  6.918669E-14  8.295197E-14  8.767329E-14  9.331895E-14 -1.233238E-14
         3   3 -9.939107E-05 -3.176209E-14  5.945135E-14  3.848231E-16  9.799394E-14 -9.091736E-16
         3   4 -9.939107E-05 -1.540648E-13 -2.277997E-13  3.848231E-16  3.782185E-13  1.522507E-14
         3   5 -9.939107E-05 -2.007979E-13 -1.548808E-13 -2.561127E-13 -1.887137E-13  8.791086E-14
         3   6 -9.939107E-05  4.659187E-14 -1.680371E-14  9.416801E-14  3.896874E-14 -7.358252E-14
         3   7 -9.939107E-05  1.889461E-13  3.341849E-13 -1.902378E-13 -1.707550E-14  6.861607E-14
         3   8 -9.939107E-05  2.962194E-13  1.453236E-13  1.993058E-14  1.930929E-13 -4.602507E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.5797813E+00

         1   1 -4.732908E-10  1.419872E-10  1.419872E-10 -1.615587E-27  2.423381E-26 -4.846761E-27
         1   2 -4.732908E-10  1.419872E-10  1.419872E-10  6.623907E-26  5.169879E-26 -2.100263E-26
         1   3 -4.732908E-10  1.419872E-10  1.419872E-10 -6.947025E-26 -2.261822E-26 -3.231174E-27
         1   4 -4.732908E-10  1.419872E-10  1.419872E-10 -1.615587E-27  2.908057E-26  3.877409E-26
         1   5 -4.732908E-10  1.419872E-10  1.419872E-10  2.261822E-26  4.038968E-26 -1.454028E-26
         1   6 -4.732908E-10  1.419872E-10  1.419872E-10  8.724171E-26  6.785466E-26 -1.373249E-25
         1   7 -4.732908E-10  1.419872E-10  1.419872E-10  4.523644E-26 -1.033976E-25 -1.938705E-26
         1   8 -4.732908E-10  1.419872E-10  1.419872E-10  1.098599E-25 -5.169879E-26 -7.754818E-26
         2   1 -4.732908E-10  1.419872E-10  1.419872E-10 -4.384907E-20 -1.890754E-19  4.057908E-20
         2   2 -4.732908E-10  1.419872E-10  1.419872E-10 -6.401603E-19 -1.348653E-19 -2.863826E-20
         2   3 -4.732908E-10  1.419872E-10  1.419872E-10 -1.636469E-19 -5.344410E-19 -6.599339E-20
         2   4 -4.732908E-10  1.419872E-10  1.419872E-10 -4.346975E-19  1.160803E-19  2.682132E-20
         2   5 -4.732908E-10  1.419872E-10  1.419872E-10 -8.281798E-19 -1.132199E-19  2.580157E-19
         2   6 -4.732908E-10  1.419872E-10  1.419872E-10 -6.113394E-19 -4.384806E-19 -1.623390E-19
         2   7 -4.732908E-10  1.419872E-10  1.419872E-10 -7.211328E-19  4.913197E-19  1.514432E-19
         2   8 -4.732908E-10  1.419872E-10  1.419872E-10 -2.874520E-19 -3.760420E-19 -1.068794E-19
         3   1 -4.732908E-10  1.419872E-10  1.419872E-10  6.383193E-22 -1.265455E-18  1.138157E-19
         3   2 -4.732908E-10  1.419872E-10  1.419872E-10  5.427394E-19  5.776887E-19 -7.634330E-20
         3   3 -4.732908E-10  1.419872E-10  1.419872E-10  2.382238E-21  6.066292E-19 -5.628218E-21
         3   4 -4.732908E-10  1.419872E-10  1.419872E-10  2.382238E-21  2.341353E-18  9.425043E-20
         3   5 -4.732908E-10  1.419872E-10  1.419872E-10 -1.585460E-18 -1.168228E-18  5.442101E-19
         3   6 -4.732908E-10  1.419872E-10  1.419872E-10  5.829448E-19  2.412350E-19 -4.555108E-19
         3   7 -4.732908E-10  1.419872E-10  1.419872E-10 -1.177663E-18 -1.057055E-19  4.247661E-19
         3   8 -4.732908E-10  1.419872E-10  1.419872E-10  1.233798E-19  1.195337E-18 -2.849171E-19

 displacements (vx,vy,vz) for set NALL and time  0.5887813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -2.403189E-07  0.000000E+00  0.000000E+00
         3 -8.831719E+00  0.000000E+00  0.000000E+00
         4 -8.831719E+00  0.000000E+00  0.000000E+00
         5 -1.766344E+01  0.000000E+00  0.000000E+00
         6 -1.766344E+01  0.000000E+00  0.000000E+00
         7  0.000000E+00  7.209566E-08  0.000000E+00
         8 -2.403189E-07  7.209566E-08  0.000000E+00
         9 -8.831719E+00  7.209566E-08  0.000000E+00
        10 -8.831719E+00  7.209566E-08  0.000000E+00
        11 -1.766344E+01  7.209566E-08  0.000000E+00
        12 -1.766344E+01  7.209566E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  1.009339E-07
        14 -2.403189E-07  0.000000E+00  1.009339E-07
        15 -8.831719E+00  0.000000E+00  1.009339E-07
        16 -8.831719E+00  0.000000E+00  1.009339E-07
        17 -1.766344E+01  0.000000E+00  1.009339E-07
        18 -1.766344E+01  0.000000E+00  1.009339E-07
        19  0.000000E+00  7.209566E-08  1.009339E-07
        20 -2.403189E-07  7.209566E-08  1.009339E-07
        21 -8.831719E+00  7.209566E-08  1.009339E-07
        22 -8.831719E+00  7.209566E-08  1.009339E-07
        23 -1.766344E+01  7.209566E-08  1.009339E-07
        24 -1.766344E+01  7.209566E-08  1.009339E-07

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.5887813E+00

         1   1 -1.009339E-04 -6.776264E-21 -6.776264E-21 -3.914692E-22 -5.219589E-22 -1.264905E-47
         1   2 -1.009339E-04 -1.509454E-46  6.776264E-21  1.304897E-22 -1.043918E-21 -5.089099E-21
         1   3 -1.009339E-04 -1.355253E-20 -1.355253E-20 -3.392733E-21 -2.609795E-21  2.609795E-21
         1   4 -1.009339E-04 -2.032879E-20 -4.065758E-20 -2.870774E-21  5.219589E-21 -1.565877E-21
         1   5 -1.009339E-04  6.776264E-21 -1.355253E-20  4.175671E-21  1.565877E-21 -1.565877E-21
         1   6 -1.009339E-04 -6.776264E-21 -6.776264E-21  2.087836E-20  1.043918E-21 -2.335766E-20
         1   7 -1.009339E-04  3.388132E-20  1.355253E-20  4.175671E-21 -1.618073E-20 -1.173118E-45
         1   8 -1.009339E-04  2.032879E-20 -1.355253E-20  2.087836E-20 -8.351343E-21 -1.983444E-20
         2   1 -1.009339E-04 -2.481612E-14 -2.326281E-14 -2.808873E-13  3.072080E-14  8.510837E-15
         2   2 -1.009339E-04 -4.376168E-14 -5.539799E-14 -6.627507E-16  8.326291E-14 -4.640598E-15
         2   3 -1.009339E-04  1.493888E-13  1.905610E-13 -2.826980E-13 -2.030110E-14  4.029653E-15
         2   4 -1.009339E-04  8.362617E-14  4.918595E-14  4.131167E-14 -2.304695E-13 -1.356211E-15
         2   5 -1.009339E-04 -5.990945E-14 -4.580882E-14 -1.367957E-13  1.895312E-14  3.624406E-14
         2   6 -1.009339E-04 -4.080372E-14 -6.163630E-14  3.834467E-14 -5.986003E-14 -2.060333E-14
         2   7 -1.009339E-04 -3.019528E-14  2.352423E-14 -1.277345E-13  6.434755E-14  3.176287E-14
         2   8 -1.009339E-04 -5.790664E-14 -1.015431E-13  8.243387E-14 -7.576473E-14 -1.731894E-14
         3   1 -1.009339E-04  1.236021E-13  1.906192E-13 -1.808403E-13  8.814695E-14  3.260773E-14
         3   2 -1.009339E-04  4.569983E-13  4.343707E-13  1.694404E-13 -3.445129E-14 -2.538800E-14
         3   3 -1.009339E-04 -1.799858E-13 -2.735952E-14 -1.007144E-13 -3.089070E-13  6.176732E-14
         3   4 -1.009339E-04  1.649591E-14 -1.030752E-13 -1.182284E-13 -9.873857E-14 -2.688882E-14
         3   5 -1.009339E-04 -3.114790E-13 -3.261088E-13  1.361665E-14 -1.426526E-13  9.253412E-14
         3   6 -1.009339E-04 -1.283189E-13 -1.467442E-13 -1.264956E-13  1.497373E-14 -9.324848E-14
         3   7 -1.009339E-04  1.730646E-13  2.440440E-13  5.081802E-14  1.731803E-13  1.216937E-13
         3   8 -1.009339E-04  2.193103E-13  1.039414E-13 -2.294065E-13  1.731803E-13 -9.474931E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.5887813E+00

         1   1 -4.806377E-10  1.441913E-10  1.441913E-10 -2.423381E-27 -3.231174E-27 -8.352390E-53
         1   2 -4.806377E-10  1.441913E-10  1.441913E-10  8.077936E-28 -6.462349E-27 -3.150395E-26
         1   3 -4.806377E-10  1.441913E-10  1.441913E-10 -2.100263E-26 -1.615587E-26  1.615587E-26
         1   4 -4.806377E-10  1.441913E-10  1.441913E-10 -1.777146E-26  3.231174E-26 -9.693523E-27
         1   5 -4.806377E-10  1.441913E-10  1.441913E-10  2.584939E-26  9.693523E-27 -9.693523E-27
         1   6 -4.806377E-10  1.441913E-10  1.441913E-10  1.292470E-25  6.462349E-27 -1.445950E-25
         1   7 -4.806377E-10  1.441913E-10  1.441913E-10  2.584939E-26 -1.001664E-25  2.004574E-51
         1   8 -4.806377E-10  1.441913E-10  1.441913E-10  1.292470E-25 -5.169879E-26 -1.227846E-25
         2   1 -4.806377E-10  1.441913E-10  1.441913E-10 -1.738826E-18  1.901764E-19  5.268613E-20
         2   2 -4.806377E-10  1.441913E-10  1.441913E-10 -4.102743E-21  5.154370E-19 -2.872751E-20
         2   3 -4.806377E-10  1.441913E-10  1.441913E-10 -1.750035E-18 -1.256735E-19  2.494547E-20
         2   4 -4.806377E-10  1.441913E-10  1.441913E-10  2.557389E-19 -1.426716E-18 -8.395592E-21
         2   5 -4.806377E-10  1.441913E-10  1.441913E-10 -8.468304E-19  1.173289E-19  2.243680E-19
         2   6 -4.806377E-10  1.441913E-10  1.441913E-10  2.373718E-19 -3.705621E-19 -1.275444E-19
         2   7 -4.806377E-10  1.441913E-10  1.441913E-10 -7.907377E-19  3.983420E-19  1.966273E-19
         2   8 -4.806377E-10  1.441913E-10  1.441913E-10  5.103049E-19 -4.690198E-19 -1.072125E-19
         3   1 -4.806377E-10  1.441913E-10  1.441913E-10 -1.119488E-18  5.456716E-19  2.018574E-19
         3   2 -4.806377E-10  1.441913E-10  1.441913E-10  1.048917E-18 -2.132699E-19 -1.571638E-19
         3   3 -4.806377E-10  1.441913E-10  1.441913E-10 -6.234698E-19 -1.912281E-18  3.823691E-19
         3   4 -4.806377E-10  1.441913E-10  1.441913E-10 -7.318900E-19 -6.112388E-19 -1.664546E-19
         3   5 -4.806377E-10  1.441913E-10  1.441913E-10  8.429353E-20 -8.830874E-19  5.728303E-19
         3   6 -4.806377E-10  1.441913E-10  1.441913E-10 -7.830682E-19  9.269451E-20 -5.772525E-19
         3   7 -4.806377E-10  1.441913E-10  1.441913E-10  3.145877E-19  1.072068E-18  7.533420E-19
         3   8 -4.806377E-10  1.441913E-10  1.441913E-10 -1.420136E-18  1.072068E-18 -5.865433E-19

 displacements (vx,vy,vz) for set NALL and time  0.5977813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -2.439923E-07  0.000000E+00  0.000000E+00
         3 -8.966719E+00  0.000000E+00  0.000000E+00
         4 -8.966719E+00  0.000000E+00  0.000000E+00
         5 -1.793344E+01  0.000000E+00  0.000000E+00
         6 -1.793344E+01  0.000000E+00  0.000000E+00
         7  0.000000E+00  7.319770E-08  0.000000E+00
         8 -2.439923E-07  7.319770E-08  0.000000E+00
         9 -8.966719E+00  7.319770E-08  0.000000E+00
        10 -8.966719E+00  7.319770E-08  0.000000E+00
        11 -1.793344E+01  7.319770E-08  0.000000E+00
        12 -1.793344E+01  7.319770E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  1.024768E-07
        14 -2.439923E-07  0.000000E+00  1.024768E-07
        15 -8.966719E+00  0.000000E+00  1.024768E-07
        16 -8.966719E+00  0.000000E+00  1.024768E-07
        17 -1.793344E+01  0.000000E+00  1.024768E-07
        18 -1.793344E+01  0.000000E+00  1.024768E-07
        19  0.000000E+00  7.319770E-08  1.024768E-07
        20 -2.439923E-07  7.319770E-08  1.024768E-07
        21 -8.966719E+00  7.319770E-08  1.024768E-07
        22 -8.966719E+00  7.319770E-08  1.024768E-07
        23 -1.793344E+01  7.319770E-08  1.024768E-07
        24 -1.793344E+01  7.319770E-08  1.024768E-07

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.5977813E+00

         1   1 -1.024768E-04 -6.776264E-21 -6.776264E-21  3.653712E-21 -4.306161E-21 -2.609795E-22
         1   2 -1.024768E-04  4.065758E-20 -6.776264E-21  7.829384E-22  3.914692E-22  6.981201E-21
         1   3 -1.024768E-04 -1.355253E-20 -1.355253E-20  1.774660E-20  6.785466E-21 -3.131754E-21
         1   4 -1.024768E-04  8.131516E-20  8.131516E-20  1.487583E-20  6.785466E-21 -1.252701E-20
         1   5 -1.024768E-04 -1.355253E-20 -6.776264E-21 -8.612322E-21 -2.244423E-20  2.870774E-21
         1   6 -1.024768E-04 -6.776264E-20 -6.098637E-20 -2.009542E-20 -1.774660E-20  4.508420E-20
         1   7 -1.024768E-04 -2.710505E-20 -2.032879E-20 -1.774660E-20  2.401011E-20 -1.043918E-21
         1   8 -1.024768E-04 -3.388132E-20  2.032879E-20 -2.922970E-20  2.505403E-20  2.557599E-20
         2   1 -1.024768E-04  4.173742E-13  3.967108E-13  2.066097E-13  4.192428E-14 -2.576947E-15
         2   2 -1.024768E-04  4.035316E-13  4.292288E-13  1.453106E-13  1.732795E-13  3.293426E-15
         2   3 -1.024768E-04 -7.721457E-15 -3.472997E-14  1.968871E-13  1.498629E-13 -5.175751E-15
         2   4 -1.024768E-04 -1.320858E-14  1.728413E-14  1.443450E-13 -1.303617E-13  8.934385E-15
         2   5 -1.024768E-04  4.571822E-13  4.437954E-13  1.407759E-13  6.076508E-14 -7.018495E-15
         2   6 -1.024768E-04  4.837144E-13  4.936170E-13  1.057478E-13 -1.143753E-13  6.650277E-15
         2   7 -1.024768E-04  8.462863E-14  6.489676E-14  1.425890E-13  3.638982E-14 -9.617301E-15
         2   8 -1.024768E-04  1.195163E-13  1.342143E-13  2.476687E-15  2.465582E-13  1.229124E-14
         3   1 -1.024768E-04 -1.434691E-13 -3.118802E-13  2.486272E-13 -3.172952E-14  1.812732E-14
         3   2 -1.024768E-04 -3.334186E-13 -1.795927E-13  2.311132E-13 -3.644962E-13 -1.679049E-14
         3   3 -1.024768E-04  1.026022E-13  8.714568E-14  1.623018E-13 -3.168671E-13 -3.941615E-14
         3   4 -1.024768E-04 -3.067970E-13 -2.926159E-13  5.721756E-14 -1.767549E-13  3.508846E-14
         3   5 -1.024768E-04 -6.093295E-13 -6.166188E-13 -2.557499E-13  1.430369E-13  1.251956E-13
         3   6 -1.024768E-04 -2.631091E-13 -2.545442E-13 -4.558151E-14  9.049479E-14 -1.145419E-13
         3   7 -1.024768E-04 -3.895293E-13 -2.438640E-13 -1.888840E-13 -1.367519E-13  6.765208E-14
         3   8 -1.024768E-04 -2.627586E-13 -3.938386E-13 -1.188279E-13  7.341648E-14 -6.266294E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.5977813E+00

         1   1 -4.879847E-10  1.463954E-10  1.463954E-10  2.261822E-26 -2.665719E-26 -1.615587E-27
         1   2 -4.879847E-10  1.463954E-10  1.463954E-10  4.846761E-27  2.423381E-27  4.321696E-26
         1   3 -4.879847E-10  1.463954E-10  1.463954E-10  1.098599E-25  4.200527E-26 -1.938705E-26
         1   4 -4.879847E-10  1.463954E-10  1.463954E-10  9.208847E-26  4.200527E-26 -7.754818E-26
         1   5 -4.879847E-10  1.463954E-10  1.463954E-10 -5.331438E-26 -1.389405E-25  1.777146E-26
         1   6 -4.879847E-10  1.463954E-10  1.463954E-10 -1.244002E-25 -1.098599E-25  2.790927E-25
         1   7 -4.879847E-10  1.463954E-10  1.463954E-10 -1.098599E-25  1.486340E-25 -6.462349E-27
         1   8 -4.879847E-10  1.463954E-10  1.463954E-10 -1.809458E-25  1.550964E-25  1.583275E-25
         2   1 -4.879847E-10  1.463954E-10  1.463954E-10  1.279012E-18  2.595313E-19 -1.595253E-20
         2   2 -4.879847E-10  1.463954E-10  1.463954E-10  8.995417E-19  1.072683E-18  2.038788E-20
         2   3 -4.879847E-10  1.463954E-10  1.463954E-10  1.218825E-18  9.277227E-19 -3.204036E-20
         2   4 -4.879847E-10  1.463954E-10  1.463954E-10  8.935642E-19 -8.070007E-19  5.530810E-20
         2   5 -4.879847E-10  1.463954E-10  1.463954E-10  8.714699E-19  3.761648E-19 -4.344783E-20
         2   6 -4.879847E-10  1.463954E-10  1.463954E-10  6.546295E-19 -7.080374E-19  4.116838E-20
         2   7 -4.879847E-10  1.463954E-10  1.463954E-10  8.826936E-19  2.252703E-19 -5.953567E-20
         2   8 -4.879847E-10  1.463954E-10  1.463954E-10  1.533187E-20  1.526313E-18  7.608860E-20
         3   1 -4.879847E-10  1.463954E-10  1.463954E-10  1.539121E-18 -1.964208E-19  1.122168E-19
         3   2 -4.879847E-10  1.463954E-10  1.463954E-10  1.430701E-18 -2.256405E-18 -1.039411E-19
         3   3 -4.879847E-10  1.463954E-10  1.463954E-10  1.004725E-18 -1.961558E-18 -2.440048E-19
         3   4 -4.879847E-10  1.463954E-10  1.463954E-10  3.542040E-19 -1.094197E-18  2.172143E-19
         3   5 -4.879847E-10  1.463954E-10  1.463954E-10 -1.583214E-18  8.854665E-19  7.750201E-19
         3   6 -4.879847E-10  1.463954E-10  1.463954E-10 -2.821713E-19  5.602059E-19 -7.090689E-19
         3   7 -4.879847E-10  1.463954E-10  1.463954E-10 -1.169282E-18 -8.465596E-19  4.187986E-19
         3   8 -4.879847E-10  1.463954E-10  1.463954E-10 -7.356011E-19  4.544830E-19 -3.879134E-19

 displacements (vx,vy,vz) for set NALL and time  0.6067813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -2.476658E-07  0.000000E+00  0.000000E+00
         3 -9.101719E+00  0.000000E+00  0.000000E+00
         4 -9.101719E+00  0.000000E+00  0.000000E+00
         5 -1.820344E+01  0.000000E+00  0.000000E+00
         6 -1.820344E+01  0.000000E+00  0.000000E+00
         7  0.000000E+00  7.429974E-08  0.000000E+00
         8 -2.476658E-07  7.429974E-08  0.000000E+00
         9 -9.101719E+00  7.429974E-08  0.000000E+00
        10 -9.101719E+00  7.429974E-08  0.000000E+00
        11 -1.820344E+01  7.429974E-08  0.000000E+00
        12 -1.820344E+01  7.429974E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  1.040196E-07
        14 -2.476658E-07  0.000000E+00  1.040196E-07
        15 -9.101719E+00  0.000000E+00  1.040196E-07
        16 -9.101719E+00  0.000000E+00  1.040196E-07
        17 -1.820344E+01  0.000000E+00  1.040196E-07
        18 -1.820344E+01  0.000000E+00  1.040196E-07
        19  0.000000E+00  7.429974E-08  1.040196E-07
        20 -2.476658E-07  7.429974E-08  1.040196E-07
        21 -9.101719E+00  7.429974E-08  1.040196E-07
        22 -9.101719E+00  7.429974E-08  1.040196E-07
        23 -1.820344E+01  7.429974E-08  1.040196E-07
        24 -1.820344E+01  7.429974E-08  1.040196E-07

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.6067813E+00

         1   1 -1.040196E-04 -1.355253E-20 -6.776264E-21  9.786730E-22  4.175671E-21 -7.829384E-22
         1   2 -1.040196E-04 -4.065758E-20  6.776264E-21  1.637646E-20  5.480569E-21 -4.632385E-21
         1   3 -1.040196E-04  4.944936E-45 -1.355253E-20 -1.148310E-20 -3.131754E-21  1.565877E-21
         1   4 -1.040196E-04 -4.065758E-20 -3.388132E-20  3.914692E-21 -3.131754E-21  7.176935E-21
         1   5 -1.040196E-04  1.355253E-20  6.776264E-21  4.436651E-21  1.800758E-20 -3.392733E-21
         1   6 -1.040196E-04  2.032879E-20  2.710505E-20  2.113934E-20  1.931248E-20 -2.955592E-20
         1   7 -1.040196E-04  3.388132E-20  1.355253E-20  5.219589E-21 -1.252701E-20 -1.590667E-45
         1   8 -1.040196E-04  2.032879E-20 -6.776264E-21  2.192227E-20 -1.252701E-20 -1.774660E-20
         2   1 -1.040196E-04 -1.003907E-13 -1.406655E-13 -4.288828E-14  7.873168E-14  9.584682E-15
         2   2 -1.040196E-04 -1.501565E-13 -1.136222E-13  1.234950E-13 -1.759551E-14 -8.221340E-15
         2   3 -1.040196E-04 -1.823079E-15  1.926955E-14 -6.436279E-14  2.590036E-13 -7.186661E-15
         2   4 -1.040196E-04 -1.391019E-13 -1.578843E-13 -2.933472E-14 -2.122099E-14  8.039207E-15
         2   5 -1.040196E-04 -3.401966E-13 -3.335116E-13 -1.310458E-13  1.024337E-13  5.254186E-14
         2   6 -1.040196E-04 -2.281061E-13 -2.371014E-13  9.066501E-15  1.549758E-13 -4.694300E-14
         2   7 -1.040196E-04 -3.992553E-13 -3.312029E-13 -1.062756E-13  3.411390E-13  3.577052E-14
         2   8 -1.040196E-04 -3.746778E-13 -4.389898E-13  6.886471E-14 -1.842820E-13 -3.068246E-14
         3   1 -1.040196E-04 -7.453809E-15 -1.742842E-13  2.458712E-13 -2.490065E-13 -8.901848E-15
         3   2 -1.040196E-04 -2.445649E-13 -1.018434E-13  2.633853E-13  1.713303E-13  1.642941E-14
         3   3 -1.040196E-04 -2.408262E-13 -3.685392E-13  1.520162E-13  2.033108E-14 -6.060439E-14
         3   4 -1.040196E-04 -5.098057E-13 -3.704578E-13  8.196007E-14 -2.598935E-13  6.367695E-14
         3   5 -1.040196E-04  3.171669E-13  2.951036E-13 -2.638723E-13 -1.637172E-13  1.848039E-14
         3   6 -1.040196E-04  5.649111E-13  5.753396E-13 -5.370392E-14 -2.360487E-14  1.406788E-14
         3   7 -1.040196E-04 -7.383183E-14 -5.677766E-14  6.102731E-14 -4.845725E-13 -3.322215E-14
         3   8 -1.040196E-04  1.420441E-13  1.490989E-13  1.310834E-13 -6.423564E-14  6.131541E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.6067813E+00

         1   1 -4.953316E-10  1.485995E-10  1.485995E-10  6.058452E-27  2.584939E-26 -4.846761E-27
         1   2 -4.953316E-10  1.485995E-10  1.485995E-10  1.013781E-25  3.392733E-26 -2.867667E-26
         1   3 -4.953316E-10  1.485995E-10  1.485995E-10 -7.108583E-26 -1.938705E-26  9.693523E-27
         1   4 -4.953316E-10  1.485995E-10  1.485995E-10  2.423381E-26 -1.938705E-26  4.442865E-26
         1   5 -4.953316E-10  1.485995E-10  1.485995E-10  2.746498E-26  1.114755E-25 -2.100263E-26
         1   6 -4.953316E-10  1.485995E-10  1.485995E-10  1.308626E-25  1.195534E-25 -1.829652E-25
         1   7 -4.953316E-10  1.485995E-10  1.485995E-10  3.231174E-26 -7.754818E-26  2.672765E-51
         1   8 -4.953316E-10  1.485995E-10  1.485995E-10  1.357093E-25 -7.754818E-26 -1.098599E-25
         2   1 -4.953316E-10  1.485995E-10  1.485995E-10 -2.654989E-19  4.873866E-19  5.933375E-20
         2   2 -4.953316E-10  1.485995E-10  1.485995E-10  7.644932E-19 -1.089246E-19 -5.089401E-20
         2   3 -4.953316E-10  1.485995E-10  1.485995E-10 -3.984363E-19  1.603355E-18 -4.448885E-20
         2   4 -4.953316E-10  1.485995E-10  1.485995E-10 -1.815959E-19 -1.313680E-19  4.976652E-20
         2   5 -4.953316E-10  1.485995E-10  1.485995E-10 -8.112358E-19  6.341133E-19  3.252592E-19
         2   6 -4.953316E-10  1.485995E-10  1.485995E-10  5.612596E-20  9.593740E-19 -2.905996E-19
         2   7 -4.953316E-10  1.485995E-10  1.485995E-10 -6.578968E-19  2.111813E-18  2.214365E-19
         2   8 -4.953316E-10  1.485995E-10  1.485995E-10  4.263054E-19 -1.140794E-18 -1.899390E-19
         3   1 -4.953316E-10  1.485995E-10  1.485995E-10  1.522060E-18 -1.541469E-18 -5.510668E-20
         3   2 -4.953316E-10  1.485995E-10  1.485995E-10  1.630480E-18  1.060616E-18  1.017059E-19
         3   3 -4.953316E-10  1.485995E-10  1.485995E-10  9.410527E-19  1.258591E-19 -3.751701E-19
         3   4 -4.953316E-10  1.485995E-10  1.485995E-10  5.073719E-19 -1.608864E-18  3.941907E-19
         3   5 -4.953316E-10  1.485995E-10  1.485995E-10 -1.633495E-18 -1.013487E-18  1.144024E-19
