
 displacements (vx,vy,vz) for set NALL and time  0.1000000E-02
         3   4 -3.304821E-05 -2.524785E-14 -3.888470E-14  1.673193E-14  9.198353E-14  1.032924E-14
         3   5 -3.304821E-05  1.623589E-14  5.109609E-14 -1.321825E-13 -4.919965E-15  1.467857E-14
         3   6 -3.304821E-05  7.446598E-14  4.253587E-14 -2.709829E-14 -5.414560E-16 -2.613955E-15
         3   7 -3.304821E-05  6.169659E-15  6.263629E-14 -1.105179E-13 -4.889239E-14 -1.664243E-15
         3   8 -3.304821E-05  4.364737E-14  5.653852E-15  4.710838E-14  3.649716E-15  6.084855E-15

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.1927813E+00

         1   1 -1.573724E-10  4.721173E-11  4.721173E-11 -6.610471E-37  1.615587E-27 -8.077936E-28
         1   2 -1.573724E-10  4.721173E-11  4.721173E-11  1.615587E-26  1.575197E-26 -4.038968E-28
         1   3 -1.573724E-10  4.721173E-11  4.721173E-11 -9.693523E-27 -1.615587E-27 -8.077936E-27
         1   4 -1.573724E-10  4.721173E-11  4.721173E-11  6.462349E-27  4.846761E-27 -2.221432E-27
         1   5 -1.573724E-10  4.721173E-11  4.721173E-11 -8.077936E-28  4.038968E-28  4.038968E-27
         1   6 -1.573724E-10  4.721173E-11  4.721173E-11 -8.077936E-28  1.454028E-26  2.221432E-27
         1   7 -1.573724E-10  4.721173E-11  4.721173E-11 -3.231174E-27 -1.615587E-27 -4.846761E-27
         1   8 -1.573724E-10  4.721173E-11  4.721173E-11  3.231174E-27  3.231174E-27  4.038968E-28
         2   1 -1.573724E-10  4.721173E-11  4.721173E-11 -1.108503E-20  1.283604E-19 -5.368236E-21
         2   2 -1.573724E-10  4.721173E-11  4.721173E-11  1.786503E-19 -3.324255E-19 -5.810133E-21
         2   3 -1.573724E-10  4.721173E-11  4.721173E-11 -4.136991E-20  2.272370E-19 -1.547064E-20
         2   4 -1.573724E-10  4.721173E-11  4.721173E-11  1.483655E-19  2.814471E-19  8.953671E-21
         2   5 -1.573724E-10  4.721173E-11  4.721173E-11  6.521786E-19  1.828379E-19 -9.932131E-21
         2   6 -1.573724E-10  4.721173E-11  4.721173E-11 -5.255281E-20 -3.050531E-19 -3.644752E-20
         2   7 -1.573724E-10  4.721173E-11  4.721173E-11  6.567064E-19  3.880064E-20 -2.003453E-20
         2   8 -1.573724E-10  4.721173E-11  4.721173E-11  6.185107E-21  1.472209E-19 -2.168371E-20
         3   1 -1.573724E-10  4.721173E-11  4.721173E-11  7.807181E-20 -4.708929E-19 -2.760536E-21
         3   2 -1.573724E-10  4.721173E-11  4.721173E-11  5.659628E-19  4.777840E-19  1.009315E-20
         3   3 -1.573724E-10  4.721173E-11  4.721173E-11 -4.841589E-21  3.525814E-19 -1.039303E-19
         3   4 -1.573724E-10  4.721173E-11  4.721173E-11  1.035786E-19  5.694219E-19  6.394293E-20
         3   5 -1.573724E-10  4.721173E-11  4.721173E-11 -8.182726E-19 -3.045693E-20  9.086731E-20
         3   6 -1.573724E-10  4.721173E-11  4.721173E-11 -1.677513E-19 -3.351871E-21 -1.618163E-20
         3   7 -1.573724E-10  4.721173E-11  4.721173E-11 -6.841586E-19 -3.026672E-19 -1.030246E-20
         3   8 -1.573724E-10  4.721173E-11  4.721173E-11  2.916233E-19  2.259348E-20  3.766815E-20

 displacements (vx,vy,vz) for set NALL and time  0.2017813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -8.235969E-08  0.000000E+00  0.000000E+00
         3 -3.026719E+00  0.000000E+00  0.000000E+00
         4 -3.026719E+00  0.000000E+00  0.000000E+00
         5 -6.053437E+00  0.000000E+00  0.000000E+00
         6 -6.053438E+00  0.000000E+00  0.000000E+00
         7  0.000000E+00  2.470791E-08  0.000000E+00
         8 -8.235969E-08  2.470791E-08  0.000000E+00
         9 -3.026719E+00  2.470791E-08  0.000000E+00
        10 -3.026719E+00  2.470791E-08  0.000000E+00
        11 -6.053437E+00  2.470791E-08  0.000000E+00
        12 -6.053438E+00  2.470791E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  3.459107E-08
        14 -8.235969E-08  0.000000E+00  3.459107E-08
        15 -3.026719E+00  0.000000E+00  3.459107E-08
        16 -3.026719E+00  0.000000E+00  3.459107E-08
        17 -6.053437E+00  0.000000E+00  3.459107E-08
        18 -6.053438E+00  0.000000E+00  3.459107E-08
        19  0.000000E+00  2.470791E-08  3.459107E-08
        20 -8.235969E-08  2.470791E-08  3.459107E-08
        21 -3.026719E+00  2.470791E-08  3.459107E-08
        22 -3.026719E+00  2.470791E-08  3.459107E-08
        23 -6.053437E+00  2.470791E-08  3.459107E-08
        24 -6.053438E+00  2.470791E-08  3.459107E-08

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.2017813E+00

         1   1 -3.459107E-05 -1.694066E-21 -3.388132E-21 -2.936019E-22 -3.262243E-23  2.526094E-48
         1   2 -3.459107E-05  1.694066E-21 -1.694066E-21 -8.155608E-22 -4.893365E-22 -5.056477E-22
         1   3 -3.459107E-05  9.697606E-48 -3.388132E-21  3.914692E-22  5.219589E-22 -1.304897E-22
         1   4 -3.459107E-05  3.388132E-21 -1.328150E-47 -1.304897E-22  2.870774E-21 -1.631122E-21
         1   5 -3.459107E-05 -1.694066E-21 -1.694066E-21  3.914692E-22  6.524486E-23  1.435387E-21
         1   6 -3.459107E-05 -1.694066E-21 -1.694066E-21  3.001264E-21 -3.914692E-22 -7.666272E-22
         1   7 -3.459107E-05  6.776264E-21  6.776264E-21  1.117698E-31 -5.219589E-22  1.043918E-21
         1   8 -3.459107E-05  5.082198E-21  5.082198E-21  2.609795E-21  1.565877E-21 -1.892101E-21
         2   1 -3.459107E-05  3.984164E-14  3.111952E-14 -6.547472E-16  2.305260E-15 -8.438708E-16
         2   2 -3.459107E-05  4.032879E-14  4.418154E-14 -1.816878E-14 -4.262503E-15  2.652058E-16
         2   3 -3.459107E-05  7.413171E-14  6.734457E-14 -2.443550E-15 -3.325455E-14 -4.503864E-15
         2   4 -3.459107E-05  7.306234E-14  7.677472E-14  1.934958E-15 -6.983500E-15  1.088014E-15
         2   5 -3.459107E-05  2.847544E-14  3.000130E-14 -3.338567E-14  8.603348E-15  5.106254E-16
         2   6 -3.459107E-05  5.092832E-14  5.247720E-14 -1.587164E-14 -3.737099E-14  1.669535E-16
         2   7 -3.459107E-05  3.655637E-15  7.116488E-15 -2.889855E-14  4.164693E-14 -3.149368E-15
         2   8 -3.459107E-05  2.455199E-14  2.596052E-14  6.129520E-15 -2.840921E-14  9.897620E-16
         3   1 -3.459107E-05 -9.175300E-15 -9.645215E-15  6.126828E-14 -4.424185E-14 -7.550661E-15
         3   2 -3.459107E-05 -1.201769E-13 -1.085898E-13 -9.635803E-14 -5.737737E-14  6.357665E-15
         3   3 -3.459107E-05  1.180337E-13  1.120355E-13  3.725940E-14  1.310168E-13 -2.430964E-14
         3   4 -3.459107E-05  7.378509E-15  1.389916E-14  3.725940E-14 -1.492077E-13  2.727365E-14
         3   5 -3.459107E-05 -1.248112E-14  3.397410E-14  8.057427E-14  6.417858E-16 -1.142047E-14
         3   6 -3.459107E-05  6.112457E-14  1.414693E-14 -5.953801E-14  8.383345E-14  2.811145E-15
         3   7 -3.459107E-05 -6.916946E-14 -2.824255E-14 -1.709142E-13 -1.040008E-13 -2.817945E-14
         3   8 -3.459107E-05  4.782626E-15 -4.726148E-14  7.428227E-14  1.236817E-13  2.372713E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.2017813E+00

         1   1 -1.647194E-10  4.941581E-11  4.941581E-11 -1.817536E-27 -2.019484E-28  0.000000E+00
         1   2 -1.647194E-10  4.941581E-11  4.941581E-11 -5.048710E-27 -3.029226E-27 -3.130200E-27
         1   3 -1.647194E-10  4.941581E-11  4.941581E-11  2.423381E-27  3.231174E-27 -8.077936E-28
         1   4 -1.647194E-10  4.941581E-11  4.941581E-11 -8.077936E-28  1.777146E-26 -1.009742E-26
         1   5 -1.647194E-10  4.941581E-11  4.941581E-11  2.423381E-27  4.038968E-28  8.885729E-27
         1   6 -1.647194E-10  4.941581E-11  4.941581E-11  1.857925E-26 -2.423381E-27 -4.745787E-27
         1   7 -1.647194E-10  4.941581E-11  4.941581E-11 -6.919081E-37 -3.231174E-27  6.462349E-27
         1   8 -1.647194E-10  4.941581E-11  4.941581E-11  1.615587E-26  9.693523E-27 -1.171301E-26
         2   1 -1.647194E-10  4.941581E-11  4.941581E-11 -4.053197E-21  1.427066E-20 -5.223962E-21
         2   2 -1.647194E-10  4.941581E-11  4.941581E-11 -1.124734E-19 -2.638692E-20  1.641750E-21
         2   3 -1.647194E-10  4.941581E-11  4.941581E-11 -1.512674E-20 -2.058615E-19 -2.788106E-20
         2   4 -1.647194E-10  4.941581E-11  4.941581E-11  1.197831E-20 -4.323119E-20  6.735328E-21
         2   5 -1.647194E-10  4.941581E-11  4.941581E-11 -2.066732E-19  5.325882E-20  3.161015E-21
         2   6 -1.647194E-10  4.941581E-11  4.941581E-11 -9.825298E-20 -2.313443E-19  1.033522E-21
         2   7 -1.647194E-10  4.941581E-11  4.941581E-11 -1.788958E-19  2.578143E-19 -1.949609E-20
         2   8 -1.647194E-10  4.941581E-11  4.941581E-11  3.794465E-20 -1.758666E-19  6.127098E-21
         3   1 -1.647194E-10  4.941581E-11  4.941581E-11  3.792798E-19 -2.738781E-19 -4.674219E-20
         3   2 -1.647194E-10  4.941581E-11  4.941581E-11 -5.965021E-19 -3.551933E-19  3.935698E-20
         3   3 -1.647194E-10  4.941581E-11  4.941581E-11  2.306535E-19  8.110566E-19 -1.504882E-19
         3   4 -1.647194E-10  4.941581E-11  4.941581E-11  2.306535E-19 -9.236669E-19  1.688369E-19
         3   5 -1.647194E-10  4.941581E-11  4.941581E-11  4.987931E-19  3.972960E-21 -7.069817E-20
         3   6 -1.647194E-10  4.941581E-11  4.941581E-11 -3.685686E-19  5.189690E-19  1.740232E-20
         3   7 -1.647194E-10  4.941581E-11  4.941581E-11 -1.058040E-18 -6.438145E-19 -1.744442E-19
         3   8 -1.647194E-10  4.941581E-11  4.941581E-11  4.598426E-19  7.656484E-19  1.468822E-19

 displacements (vx,vy,vz) for set NALL and time  0.2107813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -8.603316E-08  0.000000E+00  0.000000E+00
         3 -3.161719E+00  0.000000E+00  0.000000E+00
         4 -3.161719E+00  0.000000E+00  0.000000E+00
         5 -6.323437E+00  0.000000E+00  0.000000E+00
         6 -6.323438E+00  0.000000E+00  0.000000E+00
         7  0.000000E+00  2.580995E-08  0.000000E+00
         8 -8.603316E-08  2.580995E-08  0.000000E+00
         9 -3.161719E+00  2.580995E-08  0.000000E+00
        10 -3.161719E+00  2.580995E-08  0.000000E+00
        11 -6.323437E+00  2.580995E-08  0.000000E+00
        12 -6.323438E+00  2.580995E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  3.613393E-08
        14 -8.603316E-08  0.000000E+00  3.613393E-08
        15 -3.161719E+00  0.000000E+00  3.613393E-08
        16 -3.161719E+00  0.000000E+00  3.613393E-08
        17 -6.323437E+00  0.000000E+00  3.613393E-08
        18 -6.323438E+00  0.000000E+00  3.613393E-08
        19  0.000000E+00  2.580995E-08  3.613393E-08
        20 -8.603316E-08  2.580995E-08  3.613393E-08
        21 -3.161719E+00  2.580995E-08  3.613393E-08
        22 -3.161719E+00  2.580995E-08  3.613393E-08
        23 -6.323437E+00  2.580995E-08  3.613393E-08
        24 -6.323438E+00  2.580995E-08  3.613393E-08

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.2107813E+00

         1   1 -3.613393E-05 -1.694066E-21 -1.694066E-21  6.198262E-22 -2.609795E-22  6.524487E-23
         1   2 -3.613393E-05 -6.776264E-21 -3.388132E-21  5.578436E-21 -1.957346E-21  4.730253E-22
         1   3 -3.613393E-05  3.388132E-21  3.388132E-21 -7.829384E-22 -7.829384E-22  5.219589E-22
         1   4 -3.613393E-05  5.082198E-21  6.776264E-21  4.175671E-21 -3.653712E-21  1.304897E-21
         1   5 -3.613393E-05 -5.082198E-21 -8.470329E-21 -1.304897E-22  3.914692E-22 -4.567141E-22
         1   6 -3.613393E-05 -8.470329E-21 -6.776264E-21  9.134281E-22 -1.304897E-21  1.582188E-21
         1   7 -3.613393E-05  1.694066E-21 -3.388132E-21 -1.043918E-21  1.304897E-21 -2.609795E-22
         1   8 -3.613393E-05  7.410236E-47 -1.694066E-21  2.335100E-31 -1.565877E-21  2.414060E-21
         2   1 -3.613393E-05 -2.008819E-14 -4.187063E-14 -1.956497E-14 -1.205873E-14  2.368210E-15
         2   2 -3.613393E-05 -2.373085E-14 -1.301507E-14  1.984161E-14  5.142965E-14 -1.831356E-17
         2   3 -3.613393E-05  1.534884E-14  5.787710E-15 -2.516824E-14  3.769262E-14  2.833635E-16
         2   4 -3.613393E-05  3.537086E-15  1.558204E-14  3.613089E-14 -4.987756E-14 -9.987692E-16
         2   5 -3.613393E-05 -4.032883E-15 -1.997775E-14 -7.154115E-14  2.845454E-15  1.092313E-14
         2   6 -3.613393E-05 -2.264026E-15  1.119703E-14  6.857113E-14 -4.531814E-14  9.121088E-16
         2   7 -3.613393E-05  5.133098E-15  1.409539E-15 -7.559826E-14 -2.508383E-14  8.838280E-15
         2   8 -3.613393E-05 -1.267148E-15  1.352308E-14  8.202805E-14  3.621529E-14 -6.834674E-17
         3   1 -3.613393E-05  1.038528E-13  6.670714E-14  3.322833E-14 -1.542380E-13  1.278681E-14
         3   2 -3.613393E-05  1.478286E-13  2.020972E-13  1.032845E-13 -1.367240E-13 -4.091001E-15
         3   3 -3.613393E-05 -1.140884E-13 -1.090556E-13  2.831134E-14 -1.380300E-13  1.819613E-14
         3   4 -3.613393E-05 -1.252025E-13 -1.022087E-13  4.582538E-14  1.246806E-13  6.624503E-15
         3   5 -3.613393E-05  1.960361E-13  1.437444E-13  9.193330E-16 -4.458972E-14  4.231169E-14
         3   6 -3.613393E-05  2.660122E-13  2.902774E-13  1.060035E-13  1.670940E-14 -2.598333E-14
         3   7 -3.613393E-05  2.276699E-13  2.175566E-13  3.430998E-15 -1.323410E-13  4.772102E-14
         3   8 -3.613393E-05  2.425561E-13  2.355465E-13  3.845907E-14  7.782745E-14 -1.526783E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.2107813E+00

         1   1 -1.720663E-10  5.161990E-11  5.161990E-11  3.837019E-27 -1.615587E-27  4.038968E-28
         1   2 -1.720663E-10  5.161990E-11  5.161990E-11  3.453317E-26 -1.211690E-26  2.928252E-27
         1   3 -1.720663E-10  5.161990E-11  5.161990E-11 -4.846761E-27 -4.846761E-27  3.231174E-27
         1   4 -1.720663E-10  5.161990E-11  5.161990E-11  2.584939E-26 -2.261822E-26  8.077936E-27
         1   5 -1.720663E-10  5.161990E-11  5.161990E-11 -8.077936E-28  2.423381E-27 -2.827277E-27
         1   6 -1.720663E-10  5.161990E-11  5.161990E-11  5.654555E-27 -8.077936E-27  9.794497E-27
         1   7 -1.720663E-10  5.161990E-11  5.161990E-11 -6.462349E-27  8.077936E-27 -1.615587E-27
         1   8 -1.720663E-10  5.161990E-11  5.161990E-11 -1.445538E-36 -9.693523E-27  1.494418E-26
         2   1 -1.720663E-10  5.161990E-11  5.161990E-11 -1.211165E-19 -7.464926E-20  1.466035E-20
         2   2 -1.720663E-10  5.161990E-11  5.161990E-11  1.228290E-19  3.183740E-19 -1.133697E-22
         2   3 -1.720663E-10  5.161990E-11  5.161990E-11 -1.558034E-19  2.333353E-19  1.754155E-21
         2   4 -1.720663E-10  5.161990E-11  5.161990E-11  2.236674E-19 -3.087658E-19 -6.182857E-21
         2   5 -1.720663E-10  5.161990E-11  5.161990E-11 -4.428738E-19  1.761472E-20  6.761936E-20
         2   6 -1.720663E-10  5.161990E-11  5.161990E-11  4.244880E-19 -2.805409E-19  5.646388E-21
         2   7 -1.720663E-10  5.161990E-11  5.161990E-11 -4.679893E-19 -1.552809E-19  5.471316E-20
         2   8 -1.720663E-10  5.161990E-11  5.161990E-11  5.077927E-19  2.241899E-19 -4.230988E-22
         3   1 -1.720663E-10  5.161990E-11  5.161990E-11  2.056992E-19 -9.548068E-19  7.915644E-20
         3   2 -1.720663E-10  5.161990E-11  5.161990E-11  6.393800E-19 -8.463866E-19 -2.532525E-20
         3   3 -1.720663E-10  5.161990E-11  5.161990E-11  1.752607E-19 -8.544712E-19  1.126427E-19
         3   4 -1.720663E-10  5.161990E-11  5.161990E-11  2.836809E-19  7.718320E-19  4.100883E-20
         3   5 -1.720663E-10  5.161990E-11  5.161990E-11  5.691109E-21 -2.760316E-19  2.619295E-19
         3   6 -1.720663E-10  5.161990E-11  5.161990E-11  6.562124E-19  1.034392E-19 -1.608492E-19
         3   7 -1.720663E-10  5.161990E-11  5.161990E-11  2.123951E-20 -8.192537E-19  2.954158E-19
         3   8 -1.720663E-10  5.161990E-11  5.161990E-11  2.380799E-19  4.817890E-19 -9.451511E-20

 displacements (vx,vy,vz) for set NALL and time  0.2197813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -8.970663E-08  0.000000E+00  0.000000E+00
         3 -3.296719E+00  0.000000E+00  0.000000E+00
         4 -3.296719E+00  0.000000E+00  0.000000E+00
         5 -6.593437E+00  0.000000E+00  0.000000E+00
         6 -6.593438E+00  0.000000E+00  0.000000E+00
         7  0.000000E+00  2.691199E-08  0.000000E+00
         8 -8.970663E-08  2.691199E-08  0.000000E+00
         9 -3.296719E+00  2.691199E-08  0.000000E+00
        10 -3.296719E+00  2.691199E-08  0.000000E+00
        11 -6.593437E+00  2.691199E-08  0.000000E+00
        12 -6.593438E+00  2.691199E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  3.767678E-08
        14 -8.970663E-08  0.000000E+00  3.767678E-08
        15 -3.296719E+00  0.000000E+00  3.767678E-08
        16 -3.296719E+00  0.000000E+00  3.767678E-08
        17 -6.593437E+00  0.000000E+00  3.767678E-08
        18 -6.593438E+00  0.000000E+00  3.767678E-08
        19  0.000000E+00  2.691199E-08  3.767678E-08
        20 -8.970663E-08  2.691199E-08  3.767678E-08
        21 -3.296719E+00  2.691199E-08  3.767678E-08
        22 -3.296719E+00  2.691199E-08  3.767678E-08
        23 -6.593437E+00  2.691199E-08  3.767678E-08
        24 -6.593438E+00  2.691199E-08  3.767678E-08

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.2197813E+00

         1   1 -3.767678E-05  1.694066E-21 -6.719809E-48 -4.240916E-22 -4.893365E-22  1.957346E-22
         1   2 -3.767678E-05  3.388132E-21  3.388132E-21 -3.555845E-21 -2.055213E-21  1.304897E-22
         1   3 -3.767678E-05  3.388132E-21  1.694066E-21 -6.524487E-22 -2.609795E-22  5.219589E-22
         1   4 -3.767678E-05  5.082198E-21  5.082198E-21 -3.784202E-21 -2.870774E-21  1.370142E-21
         1   5 -3.767678E-05 -1.694066E-21 -3.388132E-21 -6.524487E-22  1.174408E-21  1.957346E-22
         1   6 -3.767678E-05  1.694066E-21  1.694066E-21 -1.696366E-21 -3.914692E-22 -1.043918E-21
         1   7 -3.767678E-05 -1.694066E-21 -5.082198E-21  5.219589E-22  7.829384E-22  7.829384E-22
         1   8 -3.767678E-05  1.694066E-21 -6.767243E-47 -5.219589E-22 -1.565877E-21  1.957346E-22
         2   1 -3.767678E-05  5.354470E-14  4.211747E-14 -1.342245E-15  6.997975E-14  3.218626E-15
         2   2 -3.767678E-05  4.048630E-14  3.609508E-14  1.179328E-14 -6.794328E-14 -2.129933E-15
         2   3 -3.767678E-05  4.407477E-14  5.504903E-14 -5.009328E-15  2.693166E-14 -3.668971E-15
         2   4 -3.767678E-05  7.540201E-15 -5.751083E-15  3.001874E-14  9.417628E-15 -1.718975E-15
         2   5 -3.767678E-05 -3.274662E-14 -2.488859E-14 -6.765835E-14  6.977104E-14  1.889967E-14
         2   6 -3.767678E-05 -1.004211E-14 -1.558402E-14  1.991183E-14  3.255372E-14 -8.359975E-15
         2   7 -3.767678E-05  3.659660E-14  6.685613E-14 -1.311636E-13 -3.021620E-14  1.201207E-14
         2   8 -3.767678E-05  3.582495E-14  2.138298E-14  4.397676E-14 -8.275831E-14 -7.949016E-15
         3   1 -3.767678E-05  1.369295E-13  1.795842E-13  4.556240E-14 -6.236055E-14  8.394678E-15
         3   2 -3.767678E-05  2.089202E-13  1.556935E-13 -5.952181E-14 -9.818448E-15 -5.404512E-15
         3   3 -3.767678E-05  1.238590E-13  1.841143E-13  7.434274E-14  1.250849E-13  1.900890E-14
         3   4 -3.767678E-05  1.806021E-13  1.246460E-13  9.185677E-14 -1.502737E-14 -1.825933E-14
         3   5 -3.767678E-05  1.101261E-13  1.230609E-13 -1.416043E-13 -1.912891E-14  2.071514E-14
         3   6 -3.767678E-05  6.711839E-14  4.988519E-14 -3.652011E-14  4.654872E-14 -7.315094E-15
         3   7 -3.767678E-05  1.758687E-13  2.064042E-13 -1.456806E-13  1.540855E-13  3.132936E-14
         3   8 -3.767678E-05  1.176134E-13  9.765084E-14  2.945971E-14  3.148726E-14 -2.016991E-14

 strains (elem, integ.pnt.,exx,eyy,ezz,exy,exz,eyz) forset EALL and time  0.2197813E+00

         1   1 -1.794133E-10  5.382398E-11  5.382398E-11 -2.625329E-27 -3.029226E-27  1.211690E-27
         1   2 -1.794133E-10  5.382398E-11  5.382398E-11 -2.201237E-26 -1.272275E-26  8.077936E-28
         1   3 -1.794133E-10  5.382398E-11  5.382398E-11 -4.038968E-27 -1.615587E-27  3.231174E-27
         1   4 -1.794133E-10  5.382398E-11  5.382398E-11 -2.342601E-26 -1.777146E-26  8.481832E-27
         1   5 -1.794133E-10  5.382398E-11  5.382398E-11 -4.038968E-27  7.270142E-27  1.211690E-27
         1   6 -1.794133E-10  5.382398E-11  5.382398E-11 -1.050132E-26 -2.423381E-27 -6.462349E-27
         1   7 -1.794133E-10  5.382398E-11  5.382398E-11  3.231174E-27  4.846761E-27  4.846761E-27
         1   8 -1.794133E-10  5.382398E-11  5.382398E-11 -3.231174E-27 -9.693523E-27  1.211690E-27
         2   1 -1.794133E-10  5.382398E-11  5.382398E-11 -8.309137E-21  4.332080E-19  1.992483E-20
         2   2 -1.794133E-10  5.382398E-11  5.382398E-11  7.300603E-20 -4.206012E-19 -1.318530E-20
         2   3 -1.794133E-10  5.382398E-11  5.382398E-11 -3.101012E-20  1.667198E-19 -2.271268E-20
         2   4 -1.794133E-10  5.382398E-11  5.382398E-11  1.858303E-19  5.829960E-20 -1.064127E-20
         2   5 -1.794133E-10  5.382398E-11  5.382398E-11 -4.188374E-19  4.319160E-19  1.169980E-19
         2   6 -1.794133E-10  5.382398E-11  5.382398E-11  1.232637E-19  2.015230E-19 -5.175222E-20
         2   7 -1.794133E-10  5.382398E-11  5.382398E-11 -8.119651E-19 -1.870527E-19  7.436046E-20
         2   8 -1.794133E-10  5.382398E-11  5.382398E-11  2.722371E-19 -5.123133E-19 -4.920820E-20
         3   1 -1.794133E-10  5.382398E-11  5.382398E-11  2.820530E-19 -3.860415E-19  5.196705E-20
         3   2 -1.794133E-10  5.382398E-11  5.382398E-11 -3.684683E-19 -6.078087E-20 -3.345650E-20
         3   3 -1.794133E-10  5.382398E-11  5.382398E-11  4.602169E-19  7.743351E-19  1.176741E-19
         3   4 -1.794133E-10  5.382398E-11  5.382398E-11  5.686372E-19 -9.302659E-20 -1.130340E-19
         3   5 -1.794133E-10  5.382398E-11  5.382398E-11 -8.765982E-19 -1.184171E-19  1.282366E-19
         3   6 -1.794133E-10  5.382398E-11  5.382398E-11 -2.260769E-19  2.881587E-19 -4.528391E-20
         3   7 -1.794133E-10  5.382398E-11  5.382398E-11 -9.018326E-19  9.538627E-19  1.939437E-19
         3   8 -1.794133E-10  5.382398E-11  5.382398E-11  1.823696E-19  1.949211E-19 -1.248614E-19

 displacements (vx,vy,vz) for set NALL and time  0.2287813E+00

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2 -9.338010E-08  0.000000E+00  0.000000E+00
         3 -3.431719E+00  0.000000E+00  0.000000E+00
         4 -3.431719E+00  0.000000E+00  0.000000E+00
         5 -6.863437E+00  0.000000E+00  0.000000E+00
         6 -6.863438E+00  0.000000E+00  0.000000E+00
         7  0.000000E+00  2.801403E-08  0.000000E+00
         8 -9.338010E-08  2.801403E-08  0.000000E+00
         9 -3.431719E+00  2.801403E-08  0.000000E+00
        10 -3.431719E+00  2.801403E-08  0.000000E+00
        11 -6.863437E+00  2.801403E-08  0.000000E+00
        12 -6.863438E+00  2.801403E-08  0.000000E+00
        13  0.000000E+00  0.000000E+00  3.921964E-08
        14 -9.338010E-08  0.000000E+00  3.921964E-08
        15 -3.431719E+00  0.000000E+00  3.921964E-08
        16 -3.431719E+00  0.000000E+00  3.921964E-08
        17 -6.863437E+00  0.000000E+00  3.921964E-08
        18 -6.863438E+00  0.000000E+00  3.921964E-08
        19  0.000000E+00  2.801403E-08  3.921964E-08
        20 -9.338010E-08  2.801403E-08  3.921964E-08
        21 -3.431719E+00  2.801403E-08  3.921964E-08
        22 -3.431719E+00  2.801403E-08  3.921964E-08
        23 -6.863437E+00  2.801403E-08  3.921964E-08
        24 -6.863438E+00  2.801403E-08  3.921964E-08

 stresses (elem, integ.pnt.,sxx,syy,szz,sxy,sxz,syz) for set EALL and time  0.2287813E+00

         1   1 -3.921964E-05  2.635219E-50 -9.275971E-48  3.262243E-23 -5.219589E-22  1.304897E-22
         1   2 -3.921964E-05  7.668488E-48  6.776264E-21  5.545814E-22 -2.936019E-21  6.850711E-22
         1   3 -3.921964E-05  7.125632E-47 -4.047697E-47 -1.435387E-21 -2.087836E-21  2.609795E-22
         1   4 -3.921964E-05  2.458659E-46  6.776264E-21 -9.134281E-22 -9.656240E-21  2.772907E-21
         1   5 -3.921964E-05 -3.388132E-21 -3.388132E-21 -1.565877E-21  1.500632E-21 -3.914692E-22
         1   6 -3.921964E-05  6.776264E-21  6.776264E-21 -6.785466E-21 -9.134281E-22  3.262243E-22
         1   7 -3.921964E-05 -1.355253E-20 -1.694066E-20 -5.069020E-31  2.609795E-22  2.609795E-22
         1   8 -3.921964E-05 -3.388132E-21 -6.776264E-21 -6.263507E-21 -6.263507E-21  2.414060E-21
         2   1 -3.921964E-05  4.234255E-14  2.945900E-14 -2.113284E-14 -3.151362E-14  2.540384E-15
         2   2 -3.921964E-05  1.802637E-14  3.863302E-14  2.265225E-14 -5.559541E-14 -2.265603E-15
         2   3 -3.921964E-05  4.754967E-14  5.036597E-14 -3.101961E-14 -7.574192E-14 -1.509055E-15
         2   4 -3.921964E-05 -3.697411E-15 -3.298790E-15  1.714399E-14 -1.444280E-14  5.690275E-15
         2   5 -3.921964E-05  6.847464E-14  6.692952E-14 -6.752300E-14 -2.191195E-14  1.353028E-14
         2   6 -3.921964E-05  1.029845E-13  1.013147E-13  2.533143E-15 -8.540033E-14 -1.641122E-14
         2   7 -3.921964E-05 -2.483467E-14 -1.067995E-14 -6.060232E-14 -5.624770E-14  9.480842E-15
         2   8 -3.921964E-05 -1.725572E-14 -3.913356E-14  2.696785E-14 -2.997665E-14 -8.455343E-15
         3   1 -3.921964E-05 -7.625230E-14 -6.574901E-14  1.042404E-13  3.220265E-14 -1.356736E-14
         3   2 -3.921964E-05 -9.259111E-14 -8.850483E-14 -8.437660E-16  7.160923E-14  1.374663E-14
